学校,年份,录取批次,招生类型,最低分/位次,省控线,专业组,选科要求
湖南工业大学,2024,本科批,国家专项计划,521/17210,438,（319）,首选历史，再选不限
湖南工业大学,2024,本科批,少数民族预科班（面向会同县）,514/19581,438,（821）,首选历史，再选不限
湖南工业大学,2024,本科批,少数民族预科班（面向靖州县）,511/20592,438,（822）,首选历史，再选不限
湖南工业大学,2024,本科批,少数民族预科班（面向全省）,511/20592,438,（801）,首选历史，再选不限
湖南工业大学,2024,本科批,少数民族预科班（面向新晃县）,510/20948,438,（819）,首选历史，再选不限
湖南工业大学,2023,本科批,普通类,548/43010,415,（121）,首选物理，再选不限
湖南工业大学,2023,本科批,普通类,518/65883,415,（122）,首选物理，再选不限
湖南工业大学,2023,本科批,普通类,509/73564,415,（120）,首选物理，再选不限
湖南工业大学,2023,本科批,普通类,509/73564,415,（119）,首选物理，再选不限
湖南工业大学,2023,本科批,普通类,504/77964,415,（125）,首选物理，再选化学/生物(2选1)
湖南工业大学,2023,本科批,普通类,502/79785,415,（124）,首选物理，再选化学
湖南工业大学,2023,本科批,普通类,513/16063,428,（117）,首选历史，再选不限
湖南工业大学,2022,本科批,普通类,535/42178,414,（018）,首选物理，再选不限
湖南工业大学,2022,本科批,普通类,524/50721,414,（021）,首选物理，再选不限
湖南工业大学,2022,本科批,普通类,512/60866,414,（024）,首选物理，再选不限
湖南工业大学,2022,本科批,普通类,504/68092,414,（092）,首选物理，再选化学/生物(2选1)
湖南工业大学,2022,本科批,普通类,495/76748,414,（027）,首选物理，再选不限
湖南工业大学,2022,本科批,普通类,493/78754,414,（095）,首选物理，再选不限
湖南工业大学,2022,本科批,普通类,493/78754,414,（030）,首选物理，再选化学
湖南工业大学,2022,专科批,普通类,422/154386,200,（099）,首选物理，再选不限
湖南工业大学,2022,本科批,地方专项计划,523/51518,414,（020）,首选物理，再选不限
湖南工业大学,2022,本科批,国家专项计划,523/51518,414,（019）,首选物理，再选不限
湖南工业大学,2022,本科批,普通类,531/13052,451,（013）,首选历史，再选不限
湖南工业大学,2022,本科批,普通类,497/28425,451,（016）,首选历史，再选不限
湖南工业大学,2022,本科批,国家专项计划,515/19329,451,（014）,首选历史，再选不限
湖南工业大学,2022,本科批,地方专项计划,505/24123,451,（015）,首选历史，再选不限
湖南工业大学,2021,本科批,普通类,546/42429,434,（117）,首选物理，再选不限
湖南工业大学,2021,本科批,普通类,545/43213,434,（118）,首选物理，再选不限
湖南工业大学,2021,本科批,普通类,543/44711,434,（119）,首选物理，再选不限
湖南工业大学,2021,本科批,普通类,540/47069,434,（121）,首选物理，再选化学/生物(2选1)
湖南工业大学,2021,本科批,普通类,538/48600,434,（122）,首选物理，再选化学
湖南工业大学,2021,本科批,普通类,536/50193,434,（120）,首选物理，再选不限
湖南工业大学,2021,专科批,普通类,430/141731,200,（137）,首选物理，再选不限
湖南工业大学,2021,本科批,地方专项,538/48600,434,（429）,首选物理，再选不限
湖南工业大学,2021,本科批,地方专项,534/51810,434,（430）,首选物理，再选不限
湖南工业大学,2021,本科批,地方专项,530/55054,434,（431）,首选物理，再选不限
湖南工业大学,2021,本科批,普通类,550/10965,466,（113）,首选历史，再选不限
湖南工业大学,2021,本科批,地方专项,546/12293,466,（415）,首选历史，再选不限
湖南工业大学,2021,本科批,少数民族预科班,530/18489,466,（854）,首选历史，再选不限
湖南工业大学,2021,本科批,少数民族预科班,530/18489,466,（846）,首选历史，再选不限
湖南工业大学,2021,本科批,少数民族预科班,529/18957,466,（845）,首选历史，再选不限
湖南工业大学,2021,本科批,少数民族预科班,528/19417,466,（850）,首选历史，再选不限
湖南工业大学,2021,本科批,少数民族预科班,528/19417,466,（839）,首选历史，再选不限
湖南工业大学,2021,本科批,少数民族预科班,527/19879,466,（858）,首选历史，再选不限
湖南工业大学,2021,本科批,少数民族预科班,526/20367,466,（844）,首选历史，再选不限
湖南工业大学,2021,本科批,少数民族预科班,526/20367,466,（842）,首选历史，再选不限
湖南工业大学,2020,本科一批,普通类,544/45747,507,,
湖南工业大学,2020,国家专项计划本科批,普通类,528/57334,-,,
湖南工业大学,2020,地方专项计划本科批,普通类,527/58164,507,,
湖南工业大学,2020,本科一批,单列类专业,519/64473,507,,
湖南工业大学,2020,专科批,醴陵陶瓷学院,410/147537,200,,
湖南工业大学,2020,本科一批,普通类,574/10368,550,,
湖南工业大学,2020,国家专项计划本科批,普通类,571/11336,-,,
湖南工业大学,2020,地方专项计划本科批,普通类,567/12760,550,,
湖南工业大学,2020,本科一批,普通类,725/-,413,,
湖南工业大学,2020,本科一批,普通类,679/-,363,,
湖南中医药大学,2024,本科批,普通类,557/36598,422,（109）,首选物理，再选化学
湖南中医药大学,2024,本科批,普通类,527/60386,422,（108）,首选物理，再选化学
湖南中医药大学,2024,本科批,普通类,511/76499,422,（107）,首选物理，再选不限
湖南中医药大学,2024,本科批,普通类,504/84095,422,（110）,首选物理，再选化学
湖南中医药大学,2024,本科批,地方专项计划,554/38625,422,（417）,首选物理，再选化学
湖南中医药大学,2024,本科批,国家专项计划,550/41437,422,（313）,首选物理，再选化学
湖南中医药大学,2024,本科批,地方专项计划,527/60386,422,（416）,首选物理，再选化学
湖南中医药大学,2024,本科批,国家专项计划,519/68175,422,（312）,首选物理，再选化学
湖南中医药大学,2024,本科批,地方专项计划,513/74346,422,（415）,首选物理，再选不限
湖南中医药大学,2024,本科批,国家专项计划,510/77495,422,（311）,首选物理，再选不限
湖南中医药大学,2024,本科批,普通类,511/20592,438,（101）,首选历史，再选不限
湖南中医药大学,2024,本科批,普通类,463/42344,438,（102）,首选历史，再选化学
湖南中医药大学,2024,本科批,地方专项计划,525/15906,438,（405）,首选历史，再选不限
湖南中医药大学,2024,本科批,国家专项计划,524/16246,438,（303）,首选历史，再选不限
湖南中医药大学,2023,本科批,普通类,533/53804,415,（104）,首选物理，再选化学
湖南中医药大学,2023,本科批,普通类,522/62443,415,（105）,首选物理，再选化学/生物(2选1)
湖南中医药大学,2023,本科批,普通类,505/77084,415,（103）,首选物理，再选不限
湖南中医药大学,2023,本科批,普通类,511/16671,428,（102）,首选历史，再选化学/生物(2选1)
湖南中医药大学,2023,本科批,普通类,495/22159,428,（101）,首选历史，再选不限
湖南中医药大学,2022,本科批,普通类,534/42886,414,（005）,首选物理，再选化学/生物(2选1)
湖南中医药大学,2022,本科批,普通类,502/69923,414,（004）,首选物理，再选化学
湖南中医药大学,2022,本科批,普通类,485/86686,414,（003）,首选物理，再选不限
湖南中医药大学,2022,本科批,地方专项计划,541/37813,414,（015）,首选物理，再选化学/生物(2选1)
湖南中医药大学,2022,本科批,国家专项计划,540/38539,414,（010）,首选物理，再选化学/生物(2选1)
湖南中医药大学,2022,本科批,地方专项计划,514/59031,414,（014）,首选物理，再选化学
湖南中医药大学,2022,本科批,国家专项计划,505/67144,414,（009）,首选物理，再选化学
湖南中医药大学,2022,本科批,地方专项计划,504/68092,414,（013）,首选物理，再选不限
湖南中医药大学,2022,本科批,国家专项计划,498/73777,414,（008）,首选物理，再选不限
湖南中医药大学,2022,本科批,普通类,525/15195,451,（002）,首选历史，再选化学/生物(2选1)
湖南中医药大学,2022,本科批,普通类,502/25723,451,（001）,首选历史，再选不限
湖南中医药大学,2022,本科批,地方专项计划,535/11784,451,（012）,首选历史，再选化学/生物(2选1)
湖南中医药大学,2022,本科批,国家专项计划,523/16045,451,（007）,首选历史，再选化学/生物(2选1)
湖南中医药大学,2022,本科批,地方专项计划,520/17234,451,（011）,首选历史，再选不限
湖南中医药大学,2022,本科批,国家专项计划,514/19737,451,（006）,首选历史，再选不限
湖南中医药大学,2021,本科批,普通类,559/33310,434,（115）,首选物理，再选化学/生物(2选1)
湖南中医药大学,2021,本科批,普通类,550/39551,434,（110）,首选物理，再选不限
湖南中医药大学,2021,本科批,普通类,549/40254,434,（114）,首选物理，再选化学/生物(2选1)
湖南中医药大学,2021,本科批,普通类,537/49398,434,（113）,首选物理，再选化学
湖南中医药大学,2021,本科批,普通类,537/49398,434,（111）,首选物理，再选不限
湖南中医药大学,2021,本科批,普通类,522/61849,434,（112）,首选物理，再选不限
湖南中医药大学,2021,本科批,地方专项,557/34604,434,（427）,首选物理，再选化学/生物(2选1)
湖南中医药大学,2021,本科批,地方专项,551/38818,434,（426）,首选物理，再选化学/生物(2选1)
湖南中医药大学,2021,本科批,地方专项,547/41745,434,（422）,首选物理，再选不限
湖南中医药大学,2021,本科批,地方专项,538/48600,434,（425）,首选物理，再选化学
湖南中医药大学,2021,本科批,普通类,554/9736,466,（101）,首选历史，再选不限
湖南中医药大学,2021,本科批,普通类,550/10965,466,（103）,首选历史，再选化学/生物(2选1)
湖南中医药大学,2021,本科批,普通类,538/15198,466,（102）,首选历史，再选不限
湖南中医药大学,2021,本科批,地方专项,553/10025,466,（409）,首选历史，再选化学/生物(2选1)
湖南中医药大学,2021,本科批,地方专项,548/11627,466,（407）,首选历史，再选不限
湖南中医药大学,2021,本科批,地方专项,537/15576,466,（408）,首选历史，再选不限
湖南中医药大学,2020,国家专项计划本科批,普通类,556/37968,-,,
湖南中医药大学,2020,本科一批,普通类,547/43729,507,,
湖南中医药大学,2020,地方专项计划本科批,普通类,542/47123,507,,
湖南中医药大学,2020,国家专项计划本科批,普通类,575/10065,-,,
湖南中医药大学,2020,本科一批,普通类,568/12401,550,,
湖南中医药大学,2020,地方专项计划本科批,普通类,566/13115,550,,
湖南理工学院,2024,本科批,普通类,504/84095,422,（119）,首选物理，再选不限
湖南理工学院,2024,本科批,普通类,500/88626,422,（120）,首选物理，再选不限
湖南理工学院,2024,本科批,普通类,495/94518,422,（121）,首选物理，再选化学
湖南理工学院,2024,本科批,地方专项计划,494/95700,422,（424）,首选物理，再选化学
湖南理工学院,2024,本科批,楚怡工匠计划,466/131749,-,（U23）,首选物理，再选化学
湖南理工学院,2024,本科批,中外合作办学或国际项目,451/152208,422,（222）,首选物理，再选化学
湖南理工学院,2024,本科批,普通类,513/19904,438,（116）,首选历史，再选思想政治
湖南理工学院,2024,本科批,普通类,511/20592,438,（115）,首选历史，再选不限
湖南理工学院,2024,本科批,地方专项计划,514/19581,438,（417）,首选历史，再选不限
湖南理工学院,2023,本科批,普通类,504/77964,415,（113）,首选物理，再选不限
湖南理工学院,2023,本科批,普通类,495/86202,415,（112）,首选物理，再选不限
湖南理工学院,2023,本科批,普通类,494/87118,415,（109）,首选物理，再选不限
湖南理工学院,2023,本科批,普通类,493/88031,415,（118）,首选物理，再选生物
湖南理工学院,2023,本科批,普通类,489/91819,415,（117）,首选物理，再选化学/生物(2选1)
湖南理工学院,2023,本科批,普通类,485/95706,415,（111）,首选物理，再选不限
湖南理工学院,2023,本科批,普通类,485/95706,415,（110）,首选物理，再选不限
湖南理工学院,2023,本科批,普通类,482/98655,415,（114）,首选物理，再选不限
湖南理工学院,2023,本科批,普通类,478/102695,415,（115）,首选物理，再选化学
湖南理工学院,2023,本科批,普通类,470/110696,415,（121）,首选物理，再选不限
湖南理工学院,2023,本科批,普通类,509/17282,428,（104）,首选历史，再选不限
湖南理工学院,2023,本科批,普通类,503/19233,428,（107）,首选历史，再选思想政治
湖南理工学院,2023,本科批,普通类,485/26158,428,（106）,首选历史，再选不限
湖南理工学院,2023,本科批,普通类,462/37506,428,（120）,首选历史，再选不限
湖南理工学院,2022,本科批,普通类,487/84753,414,（008）,首选物理，再选不限
湖南理工学院,2022,本科批,普通类,486/85716,414,（007）,首选物理，再选不限
湖南理工学院,2022,本科批,普通类,481/90905,414,（009）,首选物理，再选化学
湖南理工学院,2022,本科批,地方专项计划,501/70882,414,（012）,首选物理，再选不限
湖南理工学院,2022,本科批,地方专项计划,481/90905,414,（013）,首选物理，再选化学
湖南理工学院,2022,本科批,中外合作办学或国际项目,445/130071,414,（046）,首选物理，再选化学
湖南理工学院,2022,本科批,普通类,519/17635,451,（005）,首选历史，再选思想政治
湖南理工学院,2022,本科批,普通类,507/23045,451,（004）,首选历史，再选不限
湖南理工学院,2022,本科批,地方专项计划,509/22075,451,（011）,首选历史，再选不限
湖南理工学院,2021,本科批,普通类,528/56731,434,（111）,首选物理，再选生物
湖南理工学院,2021,本科批,普通类,527/57571,434,（108）,首选物理，再选不限
湖南理工学院,2021,本科批,普通类,519/64513,434,（109）,首选物理，再选化学
湖南理工学院,2021,本科批,地方专项,527/57571,434,（412）,首选物理，再选不限
湖南理工学院,2021,本科批,地方专项,520/63600,434,（413）,首选物理，再选化学
湖南理工学院,2021,本科批,中外合作办学,471/109056,434,（210）,首选物理，再选化学
湖南理工学院,2021,本科批,普通类,548/11627,466,（105）,首选历史，再选思想政治
湖南理工学院,2021,本科批,普通类,535/16387,466,（104）,首选历史，再选不限
湖南理工学院,2021,本科批,地方专项,535/16387,466,（406）,首选历史，再选不限
湖南理工学院,2020,本科一批,普通类,531/55021,507,,
湖南理工学院,2020,地方专项计划本科批,普通类,523/61311,507,,
湖南理工学院,2020,本科二批,普通类,465/109564,464,,
湖南理工学院,2020,本科一批,普通类,561/15054,550,,
湖南理工学院,2020,地方专项计划本科批,普通类,557/16676,550,,
湖南理工学院,2020,本科一批,普通类,710/-,413,,
湖南理工学院,2020,本科一批,普通类,660/-,363,,
湖南第一师范学院,2024,本科批,普通类,522/65187,422,（151）,首选物理，再选思想政治
湖南第一师范学院,2024,本科批,普通类,497/92109,422,（148）,首选物理，再选不限
湖南第一师范学院,2024,本科批,普通类,492/98063,422,（150）,首选物理，再选化学
湖南第一师范学院,2024,本科批,地方专项计划,527/60386,422,（458）,首选物理，再选思想政治
湖南第一师范学院,2024,本科批,国家专项计划,527/60386,422,（355）,首选物理，再选思想政治
湖南第一师范学院,2024,本科批,定向西藏就业,508/79656,422,（652）,首选物理，再选化学
湖南第一师范学院,2024,本科批,地方专项计划,503/85181,422,（456）,首选物理，再选不限
湖南第一师范学院,2024,本科批,国家专项计划,500/88626,422,（353）,首选物理，再选不限
湖南第一师范学院,2024,本科批,地方专项计划,498/90933,422,（457）,首选物理，再选化学
湖南第一师范学院,2024,本科批,国家专项计划,493/96919,422,（354）,首选物理，再选化学
湖南第一师范学院,2024,本科批,普通类,533/13548,438,（142）,首选历史，再选思想政治
湖南第一师范学院,2024,本科批,普通类,521/17210,438,（140）,首选历史，再选不限
湖南第一师范学院,2024,本科批,地方专项计划,538/12167,438,（446）,首选历史，再选思想政治
湖南第一师范学院,2024,本科批,国家专项计划,534/13253,438,（344）,首选历史，再选思想政治
湖南第一师范学院,2024,本科批,地方专项计划,525/15906,438,（445）,首选历史，再选不限
湖南第一师范学院,2024,本科批,国家专项计划,521/17210,438,（343）,首选历史，再选不限
湖南第一师范学院,2024,本科批,中外合作办学或国际项目,475/36251,438,（241）,首选历史，再选不限
湖南第一师范学院,2023,本科批,普通类,521/63320,415,（115）,首选物理，再选化学
湖南第一师范学院,2023,本科批,普通类,520/64177,415,（116）,首选物理，再选思想政治
湖南第一师范学院,2023,本科批,普通类,484/96708,415,（113）,首选物理，再选不限
湖南第一师范学院,2023,本科批,中外合作办学或国际项目,415/169483,415,（214）,首选物理，再选不限
湖南第一师范学院,2023,本科批,普通类,526/12500,428,（111）,首选历史，再选思想政治
湖南第一师范学院,2023,本科批,普通类,509/17282,428,（109）,首选历史，再选不限
湖南第一师范学院,2023,本科批,中外合作办学或国际项目,445/47090,428,（210）,首选历史，再选不限
湖南第一师范学院,2022,本科批,普通类,534/42886,414,（015）,首选物理，再选思想政治
湖南第一师范学院,2022,本科批,普通类,502/69923,414,（013）,首选物理，再选不限
湖南第一师范学院,2022,本科批,地方专项计划,533/43621,414,（023）,首选物理，再选思想政治
湖南第一师范学院,2022,本科批,地方专项计划,495/76748,414,（022）,首选物理，再选不限
湖南第一师范学院,2022,本科批,国家专项计划,491/80702,414,（019）,首选物理，再选不限
湖南第一师范学院,2022,本科批,中外合作办学或国际项目,466/106947,414,（014）,首选物理，再选不限
湖南第一师范学院,2022,本科批,普通类,533/12402,451,（011）,首选历史，再选思想政治
湖南第一师范学院,2022,本科批,普通类,526/14808,451,（009）,首选历史，再选不限
湖南第一师范学院,2022,本科批,国家专项计划,534/12066,451,（018）,首选历史，再选思想政治
湖南第一师范学院,2022,本科批,地方专项计划,533/12402,451,（021）,首选历史，再选思想政治
湖南第一师范学院,2022,本科批,地方专项计划,525/15195,451,（020）,首选历史，再选不限
湖南第一师范学院,2022,本科批,国家专项计划,521/16820,451,（017）,首选历史，再选不限
湖南第一师范学院,2022,本科批,中外合作办学或国际项目,492/31198,451,（010）,首选历史，再选不限
湖南第一师范学院,2021,本科批,普通类,542/45495,434,（119）,首选物理，再选思想政治
湖南第一师范学院,2021,本科批,普通类,534/51810,434,（117）,首选物理，再选不限
湖南第一师范学院,2021,本科批,地方专项,539/47864,434,（422）,首选物理，再选思想政治
湖南第一师范学院,2021,本科批,地方专项,534/51810,434,（421）,首选物理，再选不限
湖南第一师范学院,2021,本科批,中外合作办学,487/94286,434,（218）,首选物理，再选不限
湖南第一师范学院,2021,本科批,普通类,549/11287,466,（111）,首选历史，再选思想政治
湖南第一师范学院,2021,本科批,普通类,545/12652,466,（109）,首选历史，再选不限
湖南第一师范学院,2021,本科批,地方专项,545/12652,466,（415）,首选历史，再选思想政治
湖南第一师范学院,2021,本科批,地方专项,544/12935,466,（414）,首选历史，再选不限
湖南第一师范学院,2021,本科批,中外合作办学,512/27231,466,（210）,首选历史，再选不限
湖南第一师范学院,2020,本科一批,普通类,541/47790,507,,
湖南第一师范学院,2020,地方专项计划本科批,普通类,533/53592,507,,
湖南第一师范学院,2020,国家专项计划本科批,普通类,532/54303,-,,
湖南第一师范学院,2020,本科二批,中外合作办学,474/102209,464,,
湖南第一师范学院,2020,本科一批,普通类,570/11678,550,,
湖南第一师范学院,2020,国家专项计划本科批,普通类,568/12401,-,,
湖南第一师范学院,2020,地方专项计划本科批,普通类,567/12760,550,,
湖南第一师范学院,2020,本科二批,中外合作办学,531/29625,526,,
湖南第一师范学院,2020,本科一批,普通类,723/-,413,,
湖南第一师范学院,2020,本科一批,普通类,680/-,363,,
湖南文理学院,2024,本科批,普通类,502/86353,422,（118）,首选物理，再选不限
湖南文理学院,2024,本科批,普通类,497/92109,422,（126）,首选物理，再选思想政治
湖南文理学院,2024,本科批,普通类,491/99255,422,（127）,首选物理，再选地理
湖南文理学院,2024,本科批,普通类,483/109333,422,（117）,首选物理，再选不限
湖南文理学院,2024,本科批,普通类,474/121082,422,（120）,首选物理，再选化学
湖南文理学院,2024,本科批,少数民族预科班（面向全省）,480/113209,422,（820）,首选物理，再选不限
湖南文理学院,2024,本科批,少数民族预科班（面向湘西自治州）,479/114550,422,（845）,首选物理，再选不限
湖南文理学院,2024,本科批,少数民族预科班（面向通道县）,477/117070,422,（844）,首选物理，再选不限
湖南文理学院,2024,本科批,少数民族预科班（面向新晃县）,477/117070,422,（841）,首选物理，再选不限
湖南文理学院,2024,本科批,少数民族预科班（面向江华县）,477/117070,422,（835）,首选物理，再选不限
湖南文理学院,2024,本科批,普通类,512/20236,438,（115）,首选历史，再选地理
湖南文理学院,2024,本科批,普通类,509/21287,438,（113）,首选历史，再选不限
湖南文理学院,2024,本科批,普通类,508/21668,438,（114）,首选历史，再选思想政治
湖南文理学院,2024,本科批,普通类,499/25200,438,（112）,首选历史，再选不限
湖南文理学院,2024,本科批,少数民族预科班（面向绥宁县）,495/26945,438,（802）,首选历史，再选不限
湖南文理学院,2024,本科批,少数民族预科班（面向全省）,495/26945,438,（801）,首选历史，再选不限
湖南文理学院,2024,本科批,少数民族预科班（面向湘西自治州）,494/27373,438,（819）,首选历史，再选不限
湖南文理学院,2024,本科批,少数民族预科班（面向慈利县）,494/27373,438,（808）,首选历史，再选不限
湖南文理学院,2024,本科批,少数民族预科班（面向麻阳县）,492/28239,438,（815）,首选历史，再选不限
湖南文理学院,2024,本科批,少数民族预科班（面向江华县）,491/28681,438,（813）,首选历史，再选不限
湖南文理学院,2023,本科批,普通类,486/94723,415,（123）,首选物理，再选思想政治
湖南文理学院,2023,本科批,普通类,482/98655,415,（122）,首选物理，再选化学/地理(2选1)
湖南文理学院,2023,本科批,普通类,476/104647,415,（120）,首选物理，再选化学/生物(2选1)
湖南文理学院,2023,本科批,普通类,474/106692,415,（118）,首选物理，再选不限
湖南文理学院,2023,本科批,普通类,466/114843,415,（119）,首选物理，再选化学
湖南文理学院,2023,本科批,中外合作办学或国际项目,443/139310,415,（217）,首选物理，再选不限
湖南文理学院,2023,本科批,普通类,505/18566,428,（114）,首选历史，再选化学/地理(2选1)
湖南文理学院,2023,本科批,普通类,503/19233,428,（113）,首选历史，再选不限
湖南文理学院,2023,本科批,普通类,497/21419,428,（115）,首选历史，再选思想政治
湖南文理学院,2023,本科批,普通类,483/27096,428,（112）,首选历史，再选不限
湖南文理学院,2022,本科批,普通类,488/83729,414,（018）,首选物理，再选思想政治
湖南文理学院,2022,本科批,普通类,487/84753,414,（017）,首选物理，再选化学/地理(2选1)
湖南文理学院,2022,本科批,普通类,477/95064,414,（013）,首选物理，再选不限
湖南文理学院,2022,本科批,普通类,473/99314,414,（015）,首选物理，再选化学
湖南文理学院,2022,本科批,普通类,471/101467,414,（016）,首选物理，再选化学/生物(2选1)
湖南文理学院,2022,本科批,中外合作办学或国际项目,443/132242,414,（014）,首选物理，再选不限
湖南文理学院,2022,本科批,普通类,519/17635,451,（011）,首选历史，再选思想政治/地理(2选1)
湖南文理学院,2022,本科批,普通类,513/20199,451,（009）,首选历史，再选化学/地理(2选1)
湖南文理学院,2022,本科批,普通类,511/21094,451,（010）,首选历史，再选思想政治
湖南文理学院,2022,本科批,普通类,502/25723,451,（008）,首选历史，再选不限
湖南文理学院,2021,本科批,普通类,513/70025,434,（117）,首选物理，再选思想政治
湖南文理学院,2021,本科批,普通类,510/72756,434,（116）,首选物理，再选化学/地理(2选1)
湖南文理学院,2021,本科批,普通类,508/74598,434,（112）,首选物理，再选不限
湖南文理学院,2021,本科批,普通类,504/78372,434,（114）,首选物理，再选化学
湖南文理学院,2021,本科批,普通类,503/79241,434,（115）,首选物理，再选化学/生物(2选1)
湖南文理学院,2021,本科批,少数民族预科班,501/81089,434,（865）,首选物理，再选不限
湖南文理学院,2021,本科批,少数民族预科班,501/81089,434,（853）,首选物理，再选不限
湖南文理学院,2021,本科批,少数民族预科班,501/81089,434,（852）,首选物理，再选不限
湖南文理学院,2021,本科批,少数民族预科班,499/83048,434,（861）,首选物理，再选不限
湖南文理学院,2021,本科批,少数民族预科班,496/85805,434,（844）,首选物理，再选不限
湖南文理学院,2021,本科批,普通类,532/17606,466,（110）,首选历史，再选思想政治/地理(2选1)
湖南文理学院,2021,本科批,普通类,531/18055,466,（108）,首选历史，再选化学/地理(2选1)
湖南文理学院,2021,本科批,普通类,530/18489,466,（109）,首选历史，再选思想政治
湖南文理学院,2021,本科批,普通类,527/19879,466,（107）,首选历史，再选化学/生物(2选1)
湖南文理学院,2021,本科批,普通类,527/19879,466,（106）,首选历史，再选不限
湖南文理学院,2021,本科批,少数民族预科班,527/19879,466,（838）,首选历史，再选不限
湖南文理学院,2021,本科批,少数民族预科班,521/22757,466,（843）,首选历史，再选不限
湖南文理学院,2021,本科批,少数民族预科班,519/23741,466,（829）,首选历史，再选不限
湖南文理学院,2021,本科批,少数民族预科班,519/23741,466,（820）,首选历史，再选不限
湖南文理学院,2021,本科批,少数民族预科班,517/24690,466,（840）,首选历史，再选不限
湖南文理学院,2020,本科一批,普通类,510/71706,507,,
湖南文理学院,2020,本科二批,中外合作办学,473/103066,464,,
湖南文理学院,2020,本科一批,普通类,555/17593,550,,
湖南文理学院,2020,本科二批,中外合作办学,532/29086,526,,
湖南文理学院,2020,本科一批,普通类,704/-,413,,
湖南文理学院,2020,本科一批,普通类,649/-,363,,
衡阳师范学院,2024,本科批,普通类,516/71174,422,（139）,首选物理，再选思想政治
衡阳师范学院,2024,本科批,普通类,501/87506,422,（140）,首选物理，再选地理
衡阳师范学院,2024,本科批,普通类,491/99255,422,（133）,首选物理，再选不限
衡阳师范学院,2024,本科批,普通类,475/119821,422,（134）,首选物理，再选化学
衡阳师范学院,2024,本科批,普通类,470/126396,422,（137）,首选物理，再选化学、生物(2科必选)
衡阳师范学院,2024,本科批,定向西藏就业,538/50752,422,（641）,首选物理，再选不限
衡阳师范学院,2024,本科批,地方专项计划,497/92109,422,（442）,首选物理，再选不限
衡阳师范学院,2024,本科批,地方专项计划,489/101735,422,（443）,首选物理，再选化学
衡阳师范学院,2024,本科批,地方专项计划,474/121082,422,（444）,首选物理，再选化学、生物(2科必选)
衡阳师范学院,2024,本科批,楚怡工匠计划,462/137174,-,（U35）,首选物理，再选化学
衡阳师范学院,2024,本科批,普通类,521/17210,438,（128）,首选历史，再选思想政治
衡阳师范学院,2024,本科批,普通类,510/20948,438,（129）,首选历史，再选地理
衡阳师范学院,2024,本科批,普通类,508/21668,438,（127）,首选历史，再选不限
衡阳师范学院,2024,本科批,定向西藏就业,526/15619,438,（630）,首选历史，再选不限
衡阳师范学院,2024,本科批,地方专项计划,517/18546,438,（431）,首选历史，再选不限
衡阳师范学院,2023,本科批,普通类,517/66697,415,（119）,首选物理，再选思想政治
衡阳师范学院,2023,本科批,普通类,504/77964,415,（117）,首选物理，再选化学/生物(2选1)
衡阳师范学院,2023,本科批,普通类,501/80698,415,（118）,首选物理，再选化学/地理(2选1)
衡阳师范学院,2023,本科批,普通类,486/94723,415,（115）,首选物理，再选不限
衡阳师范学院,2023,本科批,普通类,482/98655,415,（116）,首选物理，再选化学
衡阳师范学院,2023,本科批,普通类,509/17282,428,（113）,首选历史，再选思想政治
衡阳师范学院,2023,本科批,普通类,501/19980,428,（112）,首选历史，再选化学/地理(2选1)
衡阳师范学院,2023,本科批,普通类,490/24112,428,（111）,首选历史，再选不限
衡阳师范学院,2022,本科批,普通类,512/60866,414,（015）,首选物理，再选思想政治
衡阳师范学院,2022,本科批,普通类,502/69923,414,（014）,首选物理，再选生物
衡阳师范学院,2022,本科批,普通类,499/72815,414,（013）,首选物理，再选化学/地理(2选1)
衡阳师范学院,2022,本科批,普通类,484/87789,414,（012）,首选物理，再选化学
衡阳师范学院,2022,本科批,普通类,484/87789,414,（011）,首选物理，再选不限
衡阳师范学院,2022,本科批,地方专项计划,488/83729,414,（020）,首选物理，再选不限
衡阳师范学院,2022,本科批,定向西藏就业,482/89778,414,（018）,首选物理，再选不限
衡阳师范学院,2022,本科批,地方专项计划,475/97137,414,（021）,首选物理，再选化学
衡阳师范学院,2022,本科批,地方专项计划,467/105858,414,（022）,首选物理，再选化学/生物(2选1)
衡阳师范学院,2022,本科批,普通类,519/17635,451,（009）,首选历史，再选思想政治
衡阳师范学院,2022,本科批,普通类,516/18911,451,（008）,首选历史，再选化学/地理(2选1)
衡阳师范学院,2022,本科批,普通类,508/22589,451,（007）,首选历史，再选不限
衡阳师范学院,2022,本科批,地方专项计划,510/21568,451,（019）,首选历史，再选不限
衡阳师范学院,2022,本科批,定向西藏就业,501/26265,451,（017）,首选历史，再选不限
衡阳师范学院,2021,本科批,普通类,530/55054,434,（118）,首选物理，再选思想政治
衡阳师范学院,2021,本科批,普通类,526/58424,434,（116）,首选物理，再选化学/地理(2选1)
衡阳师范学院,2021,本科批,普通类,522/61849,434,（117）,首选物理，再选生物
衡阳师范学院,2021,本科批,普通类,522/61849,434,（113）,首选物理，再选不限
衡阳师范学院,2021,本科批,普通类,513/70025,434,（114）,首选物理，再选化学
衡阳师范学院,2021,本科批,普通类,511/71835,434,（115）,首选物理，再选化学/生物(2选1)
衡阳师范学院,2021,本科批,地方专项,525/59262,434,（420）,首选物理，再选不限
衡阳师范学院,2021,本科批,定向西藏就业,504/78372,434,（619）,首选物理，再选不限
